"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0600000US2501724960","Framingham city, Middlesex County, Massachusetts","28222","643","5.1","1.0","3.6","0.9","4.9","0.8","6.9","1.1","9.9","1.1","15.8","1.8","12.8","1.7","18.2","1.5","10.4","1.4","12.4","1.1","82709","2446","106832","3586","32.9","(X)","(X)","(X)","(X)","(X)","18386","564","1.5","0.7","1.4","0.7","4.1","1.1","5.4","1.4","7.8","1.3","15.2","2.4","13.7","2.2","20.7","2.0","13.0","1.9","17.0","1.6","101270","5260","125972","4534","(X)","(X)","32.7","(X)","(X)","(X)","14027","590","0.9","0.6","0.8","0.7","1.2","0.5","3.4","1.2","6.4","1.3","13.4","2.5","13.9","2.3","22.7","2.6","16.5","2.5","20.9","2.3","122327","7105","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9836","686","11.7","2.5","7.7","2.2","8.5","1.6","11.0","2.3","13.2","2.3","17.1","2.9","10.4","2.3","12.7","2.7","4.8","1.9","3.0","1.2","46554","5466","66832","6427","(X)","(X)","(X)","(X)","31.4","(X)"
"0600000US2501727480","Groton town, Middlesex County, Massachusetts","4071","168","2.7","2.3","1.5","1.5","5.6","3.0","4.5","2.2","6.4","2.4","10.9","3.3","7.5","3.3","18.1","4.5","13.4","3.8","29.4","4.8","129085","12955","160358","14620","32.6","(X)","(X)","(X)","(X)","(X)","3036","136","0.5","0.8","0.5","0.7","2.2","1.7","3.2","1.9","5.7","3.0","8.4","3.0","8.8","3.9","17.9","5.7","16.5","5.1","36.4","6.3","159423","17657","188896","19065","(X)","(X)","35.4","(X)","(X)","(X)","2689","154","0.6","0.9","0.6","0.8","0.7","1.0","2.6","1.9","3.3","2.2","6.3","2.8","8.2","4.6","18.4","5.8","18.7","5.7","40.6","7.1","172011","18665","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1035","202","9.2","8.8","4.5","5.4","15.7","10.2","9.5","6.4","12.4","5.5","18.4","9.3","5.5","4.9","14.3","6.6","4.1","4.0","6.6","4.8","46198","11758","68529","14295","(X)","(X)","(X)","(X)","23.2","(X)"
"0600000US2501730700","Holliston town, Middlesex County, Massachusetts","5270","147","1.2","0.7","1.7","1.0","3.5","2.0","2.5","1.5","4.2","1.9","10.1","2.2","10.5","2.5","21.1","3.6","16.5","3.1","28.7","3.5","135340","7654","166861","9796","26.9","(X)","(X)","(X)","(X)","(X)","4332","123","0.6","0.7","0.2","0.3","1.0","0.9","2.0","1.6","1.7","1.1","7.5","2.0","10.1","2.7","24.1","4.0","19.1","3.5","33.7","4.3","156364","15188","188842","12014","(X)","(X)","27.0","(X)","(X)","(X)","3838","160","0.0","0.9","0.0","0.9","1.0","1.0","1.0","0.6","1.8","1.3","5.9","1.9","9.6","2.7","23.0","4.2","21.0","3.8","36.7","4.5","171163","11151","N","N","(X)","(X)","(X)","(X)","(X)","(X)","938","166","3.6","3.1","8.6","5.6","14.9","10.1","5.1","3.9","15.6","8.1","22.3","7.7","15.8","7.3","6.3","5.4","4.7","3.6","3.1","3.0","51316","6954","62395","9265","(X)","(X)","(X)","(X)","26.3","(X)"
"0600000US2501731085","Hopkinton town, Middlesex County, Massachusetts","6304","269","2.7","1.6","1.7","1.6","2.0","1.4","2.6","1.3","5.3","1.9","9.2","3.0","6.6","2.0","18.2","3.1","12.2","2.5","39.4","3.9","157353","19363","190745","10980","26.7","(X)","(X)","(X)","(X)","(X)","5216","194","1.4","1.1","0.3","0.5","1.0","1.1","0.7","0.7","3.9","1.4","9.0","3.4","6.0","2.0","17.9","3.5","13.2","2.9","46.4","4.5","187381","19314","214092","13357","(X)","(X)","26.1","(X)","(X)","(X)","4581","204","0.4","0.5","0.3","0.5","0.8","1.1","0.8","0.8","3.3","1.6","6.1","2.9","5.1","1.9","18.0","3.8","14.3","3.3","50.9","5.1","203135","12595","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1088","218","9.8","6.1","8.6","8.7","6.7","6.1","11.4","6.5","12.5","7.0","9.4","5.6","10.2","5.9","18.0","7.5","7.4","4.9","5.9","4.6","52500","13692","76413","13184","(X)","(X)","(X)","(X)","29.6","(X)"
"0600000US2501731540","Hudson town, Middlesex County, Massachusetts","7877","217","1.3","0.6","2.0","0.9","7.4","2.2","6.6","1.8","8.1","1.8","16.5","2.7","12.5","2.3","20.1","2.6","14.7","2.4","10.8","1.9","91706","6383","109586","5320","33.6","(X)","(X)","(X)","(X)","(X)","5406","203","1.1","0.8","0.9","0.7","3.0","2.2","1.8","1.2","7.3","2.3","13.6","3.1","13.1","2.9","25.4","3.5","19.1","3.5","14.7","2.6","117831","9508","131393","7269","(X)","(X)","35.3","(X)","(X)","(X)","4226","224","0.8","0.6","0.6","0.6","0.8","0.7","0.9","0.7","5.9","2.3","10.7","2.8","12.7","3.2","26.8","4.1","22.6","4.4","18.1","3.4","130132","8478","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2471","278","2.5","1.8","5.0","2.5","16.1","5.0","16.6","5.0","10.2","3.3","24.8","6.3","11.1","3.9","7.4","2.8","4.4","2.3","1.8","1.5","48047","7496","58765","5069","(X)","(X)","(X)","(X)","29.3","(X)"
"0600000US2501735215","Lexington town, Middlesex County, Massachusetts","11811","250","3.0","1.0","1.3","0.5","3.9","1.3","2.5","0.7","3.8","1.0","6.3","1.5","6.3","1.2","15.0","1.9","12.2","1.5","45.9","2.4","186201","10879","231819","10940","32.0","(X)","(X)","(X)","(X)","(X)","9425","213","1.6","0.8","0.4","0.4","0.6","0.4","1.5","0.7","2.2","1.0","4.8","1.4","5.9","1.4","14.7","2.3","13.3","1.9","55.0","2.7","220179","9008","268155","12916","(X)","(X)","32.6","(X)","(X)","(X)","8466","250","0.6","0.4","0.3","0.4","0.4","0.3","1.3","0.6","1.9","0.9","3.5","1.2","5.0","1.3","13.9","2.4","14.0","2.1","59.0","3.0","231090","12929","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2386","241","10.1","3.9","5.0","2.2","16.8","5.7","5.4","2.2","10.4","3.3","13.8","3.9","9.6","3.6","13.0","4.3","6.7","3.0","9.3","3.2","51776","8596","82894","10662","(X)","(X)","(X)","(X)","28.1","(X)"
"0600000US2501735425","Lincoln town, Middlesex County, Massachusetts","2709","96","4.0","3.1","0.5","0.9","5.9","3.8","6.1","3.3","5.2","2.9","8.9","3.2","8.8","3.4","17.2","5.0","9.3","3.2","34.0","4.6","124507","13275","190329","19357","33.2","(X)","(X)","(X)","(X)","(X)","1975","100","4.6","3.8","0.0","1.8","1.0","1.2","3.6","2.0","3.0","1.9","7.5","3.2","9.1","4.2","16.7","4.5","11.1","4.1","43.3","6.2","169844","24271","227450","26517","(X)","(X)","28.7","(X)","(X)","(X)","1808","106","0.8","1.3","0.0","1.9","0.7","1.1","3.6","2.1","2.9","2.0","7.0","3.4","8.7","4.2","17.1","5.0","11.9","4.5","47.3","6.3","183472","34501","N","N","(X)","(X)","(X)","(X)","(X)","(X)","734","147","2.3","3.8","1.9","3.3","19.1","12.9","12.7","10.3","11.3","9.3","12.7","8.1","10.6","7.7","16.1","11.9","4.5","5.2","8.9","6.9","57778","24763","88651","24761","(X)","(X)","(X)","(X)","45.2","(X)"
"0600000US2501735950","Littleton town, Middlesex County, Massachusetts","3657","150","1.7","1.0","1.0","0.8","5.3","2.0","3.1","1.8","9.3","3.1","10.9","3.6","8.3","2.3","20.4","3.4","14.4","3.6","25.5","4.0","123413","10471","149990","10580","32.8","(X)","(X)","(X)","(X)","(X)","2803","151","1.5","1.1","0.6","0.8","4.2","2.2","1.7","1.5","6.0","2.9","5.6","2.3","8.8","2.8","23.5","4.2","17.6","4.5","30.4","5.3","143233","12820","170793","12647","(X)","(X)","33.7","(X)","(X)","(X)","2342","173","0.8","0.9","0.4","0.6","3.5","2.2","0.8","0.8","5.0","3.0","3.5","1.8","9.8","3.2","23.2","4.7","19.1","4.5","34.0","5.8","152370","12437","N","N","(X)","(X)","(X)","(X)","(X)","(X)","854","170","4.3","3.5","2.1","2.6","9.0","5.1","8.5","6.3","20.1","10.1","27.4","11.2","4.7","3.8","11.8","5.8","2.5","2.7","9.5","6.0","54792","13769","76320","11984","(X)","(X)","(X)","(X)","28.0","(X)"
"0600000US2501737000","Lowell city, Middlesex County, Massachusetts","39421","667","8.9","1.0","7.4","0.9","9.5","0.9","7.9","0.8","11.6","1.0","15.9","1.5","13.8","1.2","15.4","1.3","5.8","0.8","3.9","0.6","56878","1958","72670","2185","45.1","(X)","(X)","(X)","(X)","(X)","24260","620","5.2","1.0","4.2","1.2","8.6","1.2","7.8","1.4","11.8","1.4","16.7","2.0","14.4","1.6","19.1","2.1","7.2","1.1","5.0","0.9","67963","3923","83434","3136","(X)","(X)","48.1","(X)","(X)","(X)","13779","680","1.2","0.6","2.2","0.8","4.5","1.3","4.2","1.5","8.5","1.7","15.9","2.5","17.6","2.6","27.4","3.1","10.6","1.8","7.8","1.5","92947","4867","106902","4657","(X)","(X)","(X)","(X)","(X)","(X)","15161","769","16.3","2.2","13.6","2.2","12.3","1.7","8.8","1.6","11.6","1.8","14.8","1.8","9.9","1.7","8.2","1.5","3.1","1.0","1.3","0.5","33117","3435","50115","2942","(X)","(X)","(X)","(X)","38.0","(X)"
"0600000US2501737875","Malden city, Middlesex County, Massachusetts","23025","619","8.2","1.7","6.2","1.4","6.5","1.4","8.5","1.7","11.4","1.9","15.3","1.7","12.1","1.6","17.5","1.8","8.2","1.2","6.1","1.1","65975","3551","85003","3578","38.6","(X)","(X)","(X)","(X)","(X)","14563","484","5.5","1.9","3.3","1.3","5.1","1.7","8.5","2.4","11.6","2.4","16.1","2.4","11.6","1.9","21.3","2.6","9.7","1.7","7.2","1.5","74880","3636","94879","5099","(X)","(X)","38.3","(X)","(X)","(X)","10427","577","2.7","1.6","2.3","1.3","2.8","1.6","6.7","2.2","13.2","2.9","14.8","2.6","13.9","2.7","23.3","3.0","11.5","2.2","8.9","2.1","87949","5368","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8462","714","13.8","3.2","11.9","2.8","9.7","2.5","8.2","2.4","11.6","3.1","14.8","3.1","11.3","2.6","10.4","2.7","4.4","1.6","4.0","1.7","45134","5289","63094","6490","(X)","(X)","(X)","(X)","36.2","(X)"
"0600000US2501738715","Marlborough city, Middlesex County, Massachusetts","15730","445","2.0","1.0","1.9","0.8","7.7","1.8","6.1","1.7","11.7","2.3","17.6","2.6","12.1","1.9","20.5","2.3","10.2","1.6","10.1","1.8","80943","3803","102739","4991","29.6","(X)","(X)","(X)","(X)","(X)","9891","351","0.9","0.6","0.5","0.5","5.1","2.2","5.3","1.9","9.8","2.5","14.9","2.9","13.1","2.4","24.4","2.9","13.4","2.1","12.7","2.5","100813","6929","118123","7008","(X)","(X)","30.1","(X)","(X)","(X)","7485","475","0.3","0.4","0.2","0.3","0.8","0.6","1.8","1.3","9.1","2.8","16.1","3.5","13.4","2.8","27.0","3.4","15.7","2.6","15.6","3.1","111453","5561","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5839","490","4.2","2.4","4.7","2.2","15.2","4.3","9.9","3.8","13.7","3.9","17.7","3.8","10.9","3.4","14.5","3.7","4.4","2.4","4.8","2.4","52050","6460","72511","7061","(X)","(X)","(X)","(X)","26.3","(X)"
"0600000US2501739625","Maynard town, Middlesex County, Massachusetts","4262","180","3.6","2.0","1.5","1.2","3.5","1.8","7.9","3.3","8.2","2.9","9.5","3.2","12.3","3.6","22.9","4.6","14.3","3.9","16.3","3.5","105254","7975","127380","10744","31.9","(X)","(X)","(X)","(X)","(X)","2912","151","1.8","1.7","0.5","0.9","1.9","1.6","2.1","1.9","6.6","3.3","8.1","4.3","13.5","4.4","27.5","6.0","15.7","4.8","22.3","5.3","123869","15892","152786","15904","(X)","(X)","33.1","(X)","(X)","(X)","2407","183","0.8","1.3","0.0","1.4","0.5","0.7","1.8","1.7","4.9","2.6","7.0","4.7","9.9","3.6","32.6","7.2","18.2","5.6","24.3","6.1","134118","10864","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1350","213","7.5","5.0","3.7","3.4","6.9","4.8","20.4","9.0","11.6","5.1","17.8","7.5","8.0","5.0","11.3","5.4","10.4","5.9","2.4","2.9","49919","16913","67427","9330","(X)","(X)","(X)","(X)","26.5","(X)"
"0600000US2501739835","Medford city, Middlesex County, Massachusetts","22917","440","4.1","1.1","3.1","1.0","5.6","1.1","5.6","1.0","8.6","1.5","12.6","1.5","11.5","1.5","21.9","2.1","12.0","1.7","14.9","1.3","96455","5118","120481","5932","33.5","(X)","(X)","(X)","(X)","(X)","12688","456","1.4","0.8","1.0","0.7","3.3","1.4","3.9","1.3","7.7","2.1","13.0","2.2","10.8","2.0","24.1","2.7","14.4","2.3","20.4","1.9","117348","7900","136896","5049","(X)","(X)","38.6","(X)","(X)","(X)","9635","497","0.7","0.7","0.3","0.4","1.9","1.3","3.4","1.7","6.5","2.3","11.8","2.2","9.5","2.0","25.7","3.2","15.9","2.7","24.3","2.2","128716","4524","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10229","566","7.7","2.3","5.9","1.9","8.5","2.0","7.8","1.8","9.6","1.8","12.7","2.0","13.2","2.4","19.7","3.1","8.6","2.0","6.4","1.7","70992","5135","96122","12604","(X)","(X)","(X)","(X)","26.7","(X)"
"0600000US2501740115","Melrose city, Middlesex County, Massachusetts","11329","297","3.2","1.4","2.4","0.8","7.5","1.8","5.6","1.4","7.3","1.9","10.7","2.2","9.7","2.1","16.9","2.6","17.0","2.7","19.6","2.7","106955","7250","135189","9153","35.8","(X)","(X)","(X)","(X)","(X)","7112","288","0.6","0.5","0.2","0.4","4.2","1.8","2.7","1.3","4.4","2.2","8.5","2.4","10.1","2.9","19.5","3.4","21.6","3.9","28.0","3.8","147237","11803","168916","13113","(X)","(X)","36.6","(X)","(X)","(X)","6154","383","0.2","0.3","0.3","0.4","3.2","1.7","2.0","1.2","3.8","2.5","6.8","2.6","10.1","3.3","19.4","3.5","22.8","4.4","31.3","4.3","156822","12688","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4217","415","7.6","3.3","6.2","2.1","13.1","3.9","10.6","3.5","12.2","3.8","14.7","3.6","9.7","3.0","11.8","3.4","8.6","3.8","5.5","2.5","50355","4235","77617","9505","(X)","(X)","(X)","(X)","33.8","(X)"
"0600000US2501743895","Natick town, Middlesex County, Massachusetts","14537","343","2.0","0.6","2.1","0.9","5.5","1.3","4.9","1.1","6.5","1.5","10.6","1.8","10.3","1.3","19.7","2.3","14.4","1.7","24.0","2.0","115545","5216","149695","7181","30.2","(X)","(X)","(X)","(X)","(X)","9843","259","0.7","0.6","0.8","0.8","1.8","0.8","1.9","0.9","4.6","1.4","9.1","2.1","6.9","1.5","22.4","3.0","19.3","2.6","32.4","2.7","153925","6723","184545","9130","(X)","(X)","33.0","(X)","(X)","(X)","8291","295","0.3","0.4","0.3","0.3","1.2","0.8","1.6","0.9","3.9","1.6","6.9","2.1","5.6","1.6","22.3","3.4","21.3","2.9","36.7","3.1","165960","7729","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4694","438","4.6","1.8","5.0","2.1","13.2","3.6","11.2","3.0","10.4","3.2","14.4","3.3","17.6","3.3","14.1","3.3","5.0","1.7","4.5","1.8","61210","9179","73844","5658","(X)","(X)","(X)","(X)","23.9","(X)"
"0600000US2501745560","Newton city, Middlesex County, Massachusetts","30657","544","2.7","0.6","1.7","0.4","3.8","0.7","3.8","0.6","4.7","0.8","8.2","0.9","9.2","1.2","15.3","1.2","13.1","1.1","37.5","1.7","151068","2937","207563","6638","33.7","(X)","(X)","(X)","(X)","(X)","22233","471","1.6","0.6","0.4","0.2","1.8","0.6","2.3","0.6","2.9","0.7","6.5","0.9","8.0","1.3","14.9","1.3","14.2","1.2","47.4","2.1","189131","10252","247827","8867","(X)","(X)","32.1","(X)","(X)","(X)","18775","498","0.9","0.4","0.1","0.1","1.6","0.6","1.0","0.4","1.7","0.6","5.0","0.9","6.6","1.3","14.5","1.5","15.1","1.4","53.5","2.2","211148","7850","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8424","506","6.0","1.5","4.8","1.1","9.5","2.2","8.3","1.6","9.5","1.9","13.8","2.1","12.7","2.6","16.6","2.5","8.5","2.1","10.3","2.1","69328","7592","95383","6207","(X)","(X)","(X)","(X)","36.2","(X)"
"0600000US2501748955","North Reading town, Middlesex County, Massachusetts","5543","222","0.8","0.8","1.6","1.1","3.7","2.0","2.6","1.6","4.1","1.9","13.7","4.0","11.5","3.3","20.8","3.7","16.7","3.6","24.5","3.8","128651","7153","158141","11898","28.8","(X)","(X)","(X)","(X)","(X)","4191","177","0.0","0.8","0.5","0.7","2.4","2.1","2.5","1.9","3.1","1.8","7.6","3.2","11.6","3.9","22.8","4.1","21.1","4.7","28.5","4.0","148281","17513","175523","12213","(X)","(X)","28.3","(X)","(X)","(X)","3712","208","0.0","0.9","0.0","0.9","2.3","2.4","2.0","1.9","2.8","1.8","6.0","3.3","11.9","4.4","22.7","4.3","23.2","5.2","29.1","4.4","157500","12339","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1352","225","3.4","3.1","5.2","3.8","7.7","5.2","3.1","2.8","7.2","5.3","32.4","10.6","11.2","5.4","17.4","7.3","3.2","3.1","9.3","8.1","61439","13621","99381","29160","(X)","(X)","(X)","(X)","29.0","(X)"
"0600000US2501752805","Pepperell town, Middlesex County, Massachusetts","4444","132","3.7","2.1","3.7","1.6","4.1","1.6","4.1","1.6","6.2","2.0","10.6","2.6","14.6","3.1","26.1","3.6","13.1","2.5","13.9","2.7","104130","5281","126489","8265","35.9","(X)","(X)","(X)","(X)","(X)","3283","138","3.3","2.1","0.5","0.4","1.4","1.1","1.9","1.3","4.8","2.1","9.9","3.1","16.2","3.8","28.4","4.7","15.6","3.1","17.9","3.7","124003","7076","145506","10423","(X)","(X)","33.4","(X)","(X)","(X)","2683","160","1.9","2.6","0.0","1.3","1.8","1.4","2.0","1.4","2.8","1.7","9.4","2.9","13.9","3.3","27.9","4.9","19.1","3.7","21.2","4.4","134129","4844","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1161","162","7.7","5.8","9.9","5.0","11.8","5.0","10.2","5.0","10.0","4.5","14.6","5.7","9.0","4.8","22.8","7.8","3.0","2.7","0.9","1.3","50225","12447","68415","14726","(X)","(X)","(X)","(X)","40.1","(X)"
"0600000US2501756130","Reading town, Middlesex County, Massachusetts","9191","199","1.1","0.5","1.8","1.0","5.7","1.7","2.2","1.0","6.9","1.7","11.7","2.3","11.0","2.4","17.8","2.6","16.3","2.5","25.4","3.5","132731","10904","147262","7286","29.1","(X)","(X)","(X)","(X)","(X)","7019","172","0.6","0.6","0.6","0.5","2.3","1.1","0.6","0.5","4.7","1.7","8.2","2.0","11.1","2.8","19.5","3.0","19.8","3.2","32.6","4.4","157061","9438","172294","9155","(X)","(X)","28.9","(X)","(X)","(X)","6115","236","0.0","0.6","0.3","0.3","1.7","1.0","0.1","0.2","4.4","1.7","7.0","1.8","8.9","2.8","19.4","3.6","21.9","3.6","36.1","4.9","169592","5949","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2172","242","3.1","1.8","5.5","4.1","17.7","6.1","7.1","3.6","14.3","5.2","22.7","8.1","10.9","3.3","11.4","4.1","5.1","3.1","2.3","1.9","52083","8262","64095","6539","(X)","(X)","(X)","(X)","28.2","(X)"
"0600000US2501761380","Sherborn town, Middlesex County, Massachusetts","1525","77","2.8","3.5","0.7","1.1","3.7","2.5","4.2","2.4","3.5","2.3","5.7","3.4","5.4","3.0","14.0","4.9","10.5","4.7","49.4","6.7","198681","32304","222760","23941","30.4","(X)","(X)","(X)","(X)","(X)","1312","70","2.5","3.8","0.0","2.6","2.1","2.1","0.0","2.6","3.3","2.6","3.4","2.7","5.6","3.3","15.3","5.5","11.6","5.3","56.2","7.5","216107","12137","248815","27529","(X)","(X)","28.7","(X)","(X)","(X)","1172","83","0.0","2.9","0.0","2.9","1.2","1.7","0.0","2.9","3.7","2.9","3.8","2.9","4.3","3.1","14.2","5.5","11.1","5.5","61.8","8.0","223426","43501","N","N","(X)","(X)","(X)","(X)","(X)","(X)","213","72","4.7","8.1","4.7","7.5","14.1","10.9","30.0","14.9","5.2","7.7","19.7","14.1","4.2","6.2","13.6","12.1","0.0","15.1","3.8","6.6","31914","24440","56417","17841","(X)","(X)","(X)","(X)","41.3","(X)"
"0600000US2501761590","Shirley town, Middlesex County, Massachusetts","2449","196","2.5","2.0","0.0","1.4","8.2","4.6","8.3","5.5","11.3","5.3","18.8","7.6","10.1","5.5","18.7","5.6","8.0","3.9","14.1","6.1","76875","17544","108885","14232","32.0","(X)","(X)","(X)","(X)","(X)","1578","180","0.0","2.2","0.0","2.2","3.5","2.8","3.6","2.9","8.0","4.4","21.1","9.3","8.9","6.6","27.2","8.1","9.8","5.8","17.8","8.0","111080","25561","127244","16941","(X)","(X)","33.5","(X)","(X)","(X)","1421","179","0.0","2.4","0.0","2.4","1.9","2.2","3.2","3.1","3.9","3.2","22.0","9.8","8.9","7.0","29.4","8.9","10.8","6.3","19.8","8.9","122109","23639","N","N","(X)","(X)","(X)","(X)","(X)","(X)","871","229","7.1","5.8","0.0","3.9","16.5","12.1","16.8","14.2","17.2","11.5","14.6","12.4","13.9","11.4","3.3","3.5","3.2","3.7","7.3","9.1","44766","13947","74318","28045","(X)","(X)","(X)","(X)","29.2","(X)"
"0600000US2501762535","Somerville city, Middlesex County, Massachusetts","32802","643","4.1","0.9","4.1","0.9","5.6","0.9","4.4","0.9","6.4","0.9","12.7","1.3","13.9","1.3","21.2","1.5","13.1","1.1","14.4","1.1","97328","3901","117141","3461","30.7","(X)","(X)","(X)","(X)","(X)","13920","503","3.5","1.4","2.4","1.2","5.7","1.8","4.2","1.5","5.6","1.5","11.8","2.1","13.0","1.9","22.2","2.6","13.8","1.5","17.7","1.7","106157","2701","129525","6121","(X)","(X)","29.3","(X)","(X)","(X)","10449","529","0.9","0.7","0.3","0.3","2.0","0.7","2.7","1.2","5.2","1.6","9.6","1.9","13.1","2.3","26.3","2.9","17.5","2.1","22.3","2.2","125243","5484","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18882","703","5.2","1.2","5.6","1.3","6.5","1.4","5.2","1.1","6.8","1.3","12.4","1.6","14.2","1.9","20.3","2.0","12.4","1.6","11.6","1.4","88378","4316","104838","3770","(X)","(X)","(X)","(X)","30.6","(X)"
"0600000US2501767665","Stoneham town, Middlesex County, Massachusetts","9666","276","3.5","1.3","3.7","1.2","2.9","1.2","6.0","1.9","9.2","2.5","11.6","2.3","12.2","2.2","19.2","2.5","14.5","2.4","17.2","2.4","101549","6873","120525","5866","33.8","(X)","(X)","(X)","(X)","(X)","6128","275","1.6","1.0","0.9","0.7","1.4","0.9","1.0","0.8","5.7","2.3","8.9","2.8","13.4","3.4","23.2","4.1","19.0","3.1","24.8","3.4","133401","8602","149507","7482","(X)","(X)","36.3","(X)","(X)","(X)","5083","290","1.2","1.1","0.8","0.7","0.9","0.8","0.7","0.7","5.5","2.5","9.0","3.3","12.5","3.7","20.9","4.2","20.5","3.8","28.1","4.0","144435","14120","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3538","364","6.8","3.2","8.6","3.1","6.0","2.9","14.5","4.6","15.4","5.0","17.0","4.1","13.4","3.5","9.1","3.1","5.3","2.4","3.9","2.2","46799","10251","67226","7341","(X)","(X)","(X)","(X)","29.6","(X)"
"0600000US2501768050","Stow town, Middlesex County, Massachusetts","2558","118","0.8","1.2","0.9","1.1","2.3","1.9","4.0","3.1","3.9","2.9","12.8","5.0","9.9","3.3","16.8","4.7","20.8","5.5","27.8","5.0","148235","14948","167529","17637","33.9","(X)","(X)","(X)","(X)","(X)","2109","111","0.0","1.6","0.6","1.0","1.8","1.9","1.8","2.0","4.6","3.5","7.7","4.8","10.1","3.9","17.2","5.3","23.7","6.2","32.6","5.6","165574","19706","186067","19773","(X)","(X)","31.7","(X)","(X)","(X)","1904","147","0.0","1.8","0.0","1.8","0.9","1.4","0.8","1.4","2.5","2.4","8.6","5.2","8.7","4.1","18.0","5.9","24.5","6.2","36.1","6.5","173512","13540","N","N","(X)","(X)","(X)","(X)","(X)","(X)","449","128","4.5","6.6","2.7","4.3","9.6","8.9","10.2","11.2","3.1","4.9","36.5","16.7","8.7","8.4","14.9","10.9","7.1","7.9","2.7","4.2","62062","8589","73330","14927","(X)","(X)","(X)","(X)","43.9","(X)"
